study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	scientific_name	instrument_platform	library_source	fastq_ftp	submitted_ftp	sample_alias	first_created
PRJEB12982	SAMEA3892066	ERS1079200	ERX1513261	ERR1442884	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/004/ERR1442884/ERR1442884_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/004/ERR1442884/ERR1442884_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442884/19912_2#54.cram	73787ba0-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892067	ERS1079201	ERX1513262	ERR1442885	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/005/ERR1442885/ERR1442885_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/005/ERR1442885/ERR1442885_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442885/19912_2#55.cram	73843b70-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892069	ERS1079203	ERX1513263	ERR1442886	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/006/ERR1442886/ERR1442886_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/006/ERR1442886/ERR1442886_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442886/19912_2#56.cram	73902250-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892070	ERS1079204	ERX1513264	ERR1442887	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/007/ERR1442887/ERR1442887_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/007/ERR1442887/ERR1442887_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442887/19912_2#57.cram	73a7a1f0-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892071	ERS1079205	ERX1513265	ERR1442888	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/008/ERR1442888/ERR1442888_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/008/ERR1442888/ERR1442888_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442888/19912_2#58.cram	73b361c0-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892072	ERS1079206	ERX1513266	ERR1442889	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/009/ERR1442889/ERR1442889_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/009/ERR1442889/ERR1442889_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442889/19912_2#59.cram	73bf48a0-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892073	ERS1079207	ERX1513267	ERR1442890	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/000/ERR1442890/ERR1442890_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/000/ERR1442890/ERR1442890_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442890/19912_2#60.cram	73cb0870-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892075	ERS1079209	ERX1513268	ERR1442891	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/001/ERR1442891/ERR1442891_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/001/ERR1442891/ERR1442891_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442891/19912_2#61.cram	73d6c840-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892076	ERS1079210	ERX1513269	ERR1442892	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/002/ERR1442892/ERR1442892_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/002/ERR1442892/ERR1442892_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442892/19912_2#62.cram	73e26100-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892077	ERS1079211	ERX1513270	ERR1442893	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/003/ERR1442893/ERR1442893_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/003/ERR1442893/ERR1442893_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442893/19912_2#63.cram	73ee20d0-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892078	ERS1079212	ERX1513271	ERR1442894	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/004/ERR1442894/ERR1442894_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/004/ERR1442894/ERR1442894_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442894/19912_2#64.cram	73fa07b0-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892079	ERS1079213	ERX1513272	ERR1442895	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/005/ERR1442895/ERR1442895_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/005/ERR1442895/ERR1442895_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442895/19912_2#65.cram	7405c780-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892081	ERS1079215	ERX1513273	ERR1442896	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/006/ERR1442896/ERR1442896_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/006/ERR1442896/ERR1442896_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442896/19912_2#66.cram	74118750-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892082	ERS1079216	ERX1513274	ERR1442897	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/007/ERR1442897/ERR1442897_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/007/ERR1442897/ERR1442897_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442897/19912_2#67.cram	741d9540-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892083	ERS1079217	ERX1513275	ERR1442898	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/008/ERR1442898/ERR1442898_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/008/ERR1442898/ERR1442898_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442898/19912_2#68.cram	74295510-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892084	ERS1079218	ERX1513276	ERR1442899	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/009/ERR1442899/ERR1442899_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/009/ERR1442899/ERR1442899_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442899/19912_2#69.cram	74358a10-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892085	ERS1079219	ERX1513277	ERR1442900	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/000/ERR1442900/ERR1442900_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/000/ERR1442900/ERR1442900_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442900/19912_2#70.cram	744149e0-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892087	ERS1079221	ERX1513278	ERR1442901	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/001/ERR1442901/ERR1442901_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/001/ERR1442901/ERR1442901_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442901/19912_2#71.cram	744d30c0-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892088	ERS1079222	ERX1513279	ERR1442902	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/002/ERR1442902/ERR1442902_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/002/ERR1442902/ERR1442902_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442902/19912_2#72.cram	74593eb0-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892089	ERS1079223	ERX1513280	ERR1442903	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/003/ERR1442903/ERR1442903_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/003/ERR1442903/ERR1442903_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442903/19912_2#73.cram	74652590-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892090	ERS1079224	ERX1513281	ERR1442904	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/004/ERR1442904/ERR1442904_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/004/ERR1442904/ERR1442904_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442904/19912_2#74.cram	7470e560-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892091	ERS1079225	ERX1513282	ERR1442905	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/005/ERR1442905/ERR1442905_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/005/ERR1442905/ERR1442905_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442905/19912_2#75.cram	747ca530-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892093	ERS1079227	ERX1513283	ERR1442906	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/006/ERR1442906/ERR1442906_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/006/ERR1442906/ERR1442906_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442906/19912_2#76.cram	74888c10-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892094	ERS1079228	ERX1513284	ERR1442907	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/007/ERR1442907/ERR1442907_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/007/ERR1442907/ERR1442907_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442907/19912_2#77.cram	74944be0-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892095	ERS1079229	ERX1513285	ERR1442908	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/008/ERR1442908/ERR1442908_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/008/ERR1442908/ERR1442908_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442908/19912_2#78.cram	74a032c0-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892096	ERS1079230	ERX1513286	ERR1442909	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/009/ERR1442909/ERR1442909_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/009/ERR1442909/ERR1442909_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442909/19912_2#79.cram	74ac19a0-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892097	ERS1079231	ERX1513287	ERR1442910	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/000/ERR1442910/ERR1442910_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/000/ERR1442910/ERR1442910_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442910/19912_2#80.cram	74b7d970-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892099	ERS1079233	ERX1513288	ERR1442911	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/001/ERR1442911/ERR1442911_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/001/ERR1442911/ERR1442911_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442911/19912_2#81.cram	74c3c050-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892100	ERS1079234	ERX1513289	ERR1442912	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/002/ERR1442912/ERR1442912_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/002/ERR1442912/ERR1442912_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442912/19912_2#82.cram	74cff550-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892101	ERS1079235	ERX1513290	ERR1442913	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/003/ERR1442913/ERR1442913_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/003/ERR1442913/ERR1442913_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442913/19912_2#83.cram	74dc0340-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892102	ERS1079236	ERX1513291	ERR1442914	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/004/ERR1442914/ERR1442914_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/004/ERR1442914/ERR1442914_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442914/19912_2#84.cram	74ebe1c0-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892104	ERS1079238	ERX1513292	ERR1442915	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/005/ERR1442915/ERR1442915_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/005/ERR1442915/ERR1442915_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442915/19912_2#85.cram	74f7efb0-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892105	ERS1079239	ERX1513293	ERR1442916	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/006/ERR1442916/ERR1442916_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/006/ERR1442916/ERR1442916_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442916/19912_2#86.cram	7503af80-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892106	ERS1079240	ERX1513294	ERR1442917	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/007/ERR1442917/ERR1442917_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/007/ERR1442917/ERR1442917_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442917/19912_2#87.cram	750f4840-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892107	ERS1079241	ERX1513295	ERR1442918	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/008/ERR1442918/ERR1442918_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/008/ERR1442918/ERR1442918_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442918/19912_2#88.cram	751b0810-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892109	ERS1079243	ERX1513296	ERR1442919	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/009/ERR1442919/ERR1442919_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/009/ERR1442919/ERR1442919_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442919/19912_2#89.cram	7526eef0-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892110	ERS1079244	ERX1513297	ERR1442920	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/000/ERR1442920/ERR1442920_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/000/ERR1442920/ERR1442920_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442920/19912_2#90.cram	7532fce0-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
